transaction_id,customer_id,amount,currency,transaction_datetime,payment_method,ip_address,device_id,location
TXN-100034,CUST-1161,243.14,USD,2026-02-26 19:24:00,bank_transfer,192.168.133.106,DEV-7003,Lahore
TXN-100035,CUST-1079,286.18,USD,2026-03-20 17:32:00,paypal,192.168.65.34,DEV-2230,Dubai
TXN-100036,CUST-1198,81.32,USD,2026-02-14 01:54:00,bank_transfer,192.168.219.166,DEV-6379,Peshawar
TXN-100037,CUST-1102,258.31,USD,2026-03-21 19:42:00,debit_card,192.168.31.159,DEV-7029,Dubai
TXN-100038,CUST-1095,138.86,USD,2026-02-08 20:37:00,paypal,192.168.168.4,DEV-2179,Karachi
TXN-100039,CUST-1049,153.35,USD,2026-01-18 22:19:00,paypal,192.168.64.199,DEV-497,Lahore
TXN-100040,CUST-1141,826.11,USD,2026-01-09 00:33:00,bank_transfer,192.168.212.242,DEV-NEW-76383,Peshawar
TXN-100041,CUST-1013,320.06,USD,2026-03-27 15:16:00,crypto,192.168.93.69,DEV-8942,London
TXN-100042,CUST-1053,194.09,USD,2026-02-10 01:16:00,crypto,10.0.0.99,DEV-5094,London
TXN-100043,CUST-1181,677.82,USD,2026-02-03 15:42:00,crypto,192.168.38.193,DEV-NEW-76508,Dubai
TXN-100044,CUST-1003,216.16,USD,2026-03-29 12:37:00,credit_card,192.168.45.177,DEV-1888,Dubai
TXN-100045,CUST-1138,34.46,USD,2026-03-21 11:54:00,debit_card,192.168.124.156,DEV-6030,Peshawar
TXN-100046,CUST-1198,59.96,USD,2026-02-04 00:21:00,bank_transfer,192.168.172.154,DEV-6379,Karachi
TXN-100047,CUST-1198,86.33,USD,2026-01-04 12:29:00,credit_card,192.168.172.154,DEV-6379,Karachi
TXN-100048,CUST-1139,1660.64,USD,2026-01-23 05:35:00,debit_card,192.168.158.156,DEV-NEW-23009,Dubai
TXN-100049,CUST-1197,266.82,USD,2026-01-25 21:11:00,bank_transfer,192.168.76.235,DEV-266,London
TXN-100050,CUST-1009,22.43,USD,2026-02-12 10:13:00,credit_card,192.168.123.209,DEV-8356,Dubai
TXN-100051,CUST-1009,22.43,USD,2026-02-12 10:14:00,bank_transfer,192.168.123.209,DEV-8356,Dubai
TXN-100052,CUST-1009,22.43,USD,2026-02-12 10:15:00,crypto,192.168.123.209,DEV-8356,Dubai
TXN-100053,CUST-1009,22.43,USD,2026-02-12 10:16:00,bank_transfer,192.168.123.209,DEV-8356,Dubai
TXN-100054,CUST-1009,22.43,USD,2026-02-12 10:17:00,debit_card,192.168.123.209,DEV-8356,Dubai
TXN-100055,CUST-1112,2065.18,USD,2026-02-16 08:57:00,bank_transfer,192.168.87.19,DEV-NEW-28966,London
TXN-100056,CUST-1148,3123.96,USD,2026-02-02 07:50:00,crypto,192.168.39.132,DEV-4583,Lahore
TXN-100057,CUST-1179,76.03,USD,2026-02-11 17:08:00,paypal,192.168.138.101,DEV-9989,Dubai
TXN-100058,CUST-1197,264.71,USD,2026-03-12 03:57:00,credit_card,192.168.76.235,DEV-266,London
TXN-100059,CUST-1105,2111.4,USD,2026-03-28 09:50:00,credit_card,192.168.240.203,DEV-1598,Lahore
TXN-100060,CUST-1167,980.13,USD,2026-01-12 21:48:00,debit_card,192.168.105.67,DEV-NEW-38486,London
TXN-100061,CUST-1030,2665.2,USD,2026-01-15 06:45:00,debit_card,192.168.198.139,DEV-2561,New York
TXN-100062,CUST-1104,166.78,USD,2026-03-11 00:01:00,credit_card,192.168.138.85,DEV-3693,Islamabad
TXN-100063,CUST-1086,283.46,USD,2026-01-02 15:53:00,crypto,192.168.76.167,DEV-3325,Peshawar
TXN-100064,CUST-1181,3285.92,USD,2026-02-03 13:42:00,bank_transfer,192.168.38.193,DEV-6167,Dubai
TXN-100065,CUST-1022,46.43,USD,2026-01-15 11:21:00,bank_transfer,192.168.8.88,DEV-4945,Islamabad
TXN-100066,CUST-1167,243.25,USD,2026-01-17 05:59:00,bank_transfer,192.168.49.145,DEV-6985,London
TXN-100067,CUST-1073,3439.22,USD,2026-01-17 05:08:00,bank_transfer,192.168.206.195,DEV-2712,New York
TXN-100068,CUST-1025,189.49,USD,2026-03-28 18:14:00,bank_transfer,192.168.195.145,DEV-5064,Karachi
TXN-100069,CUST-1021,161.68,USD,2026-01-04 13:57:00,paypal,192.168.15.93,DEV-6532,Lahore
TXN-100070,CUST-1104,105.21,USD,2026-03-26 07:33:00,paypal,192.168.224.71,DEV-3693,Islamabad
TXN-100071,CUST-1104,105.21,USD,2026-03-26 07:34:00,debit_card,192.168.224.71,DEV-3693,Islamabad
TXN-100072,CUST-1104,105.21,USD,2026-03-26 07:35:00,paypal,192.168.224.71,DEV-3693,Islamabad
TXN-100073,CUST-1104,105.21,USD,2026-03-26 07:36:00,bank_transfer,192.168.224.71,DEV-3693,Islamabad
TXN-100074,CUST-1054,182.23,USD,2026-03-05 19:20:00,credit_card,192.168.193.252,DEV-8560,Dubai
TXN-100075,CUST-1055,217.25,USD,2026-02-12 02:30:00,paypal,10.0.0.99,DEV-881,Peshawar
TXN-100076,CUST-1192,80.99,USD,2026-02-06 06:21:00,credit_card,192.168.255.146,DEV-4824,Lahore
TXN-100077,CUST-1003,237.19,USD,2026-03-06 18:43:00,credit_card,192.168.45.177,DEV-9081,Dubai
TXN-100078,CUST-1124,179.0,USD,2026-02-19 23:38:00,debit_card,192.168.93.49,DEV-5866,New York
TXN-100079,CUST-1070,151.54,USD,2026-03-21 09:41:00,debit_card,192.168.205.174,DEV-5959,London
TXN-100080,CUST-1138,25.28,USD,2026-01-25 08:57:00,crypto,192.168.124.156,DEV-605,Peshawar
TXN-100081,CUST-1063,133.6,USD,2026-03-30 13:06:00,debit_card,192.168.238.56,DEV-2254,London
TXN-100082,CUST-1109,164.99,USD,2026-01-13 20:20:00,paypal,192.168.58.135,DEV-9229,Dubai
TXN-100083,CUST-1198,73.61,USD,2026-02-21 11:16:00,bank_transfer,192.168.219.166,DEV-3522,Karachi
TXN-100084,CUST-1131,195.48,USD,2026-02-12 18:08:00,bank_transfer,192.168.21.176,DEV-7719,Islamabad
TXN-100085,CUST-1007,167.61,USD,2026-03-19 04:07:00,bank_transfer,192.168.165.254,DEV-8959,Dubai
TXN-100086,CUST-1024,141.01,USD,2026-01-11 01:14:00,bank_transfer,192.168.243.68,DEV-9032,New York
TXN-100087,CUST-1177,43.98,USD,2026-03-26 18:43:00,debit_card,192.168.139.4,DEV-7527,New York
TXN-100088,CUST-1019,220.72,USD,2026-02-28 13:41:00,paypal,192.168.175.163,DEV-6424,Lahore
TXN-100089,CUST-1182,2246.52,USD,2026-01-11 16:07:00,bank_transfer,192.168.206.233,DEV-9703,Lahore
TXN-100090,CUST-1156,200.85,USD,2026-02-17 20:27:00,debit_card,192.168.66.40,DEV-5621,Lahore
TXN-100091,CUST-1115,235.32,USD,2026-02-10 20:50:00,crypto,192.168.14.25,DEV-8889,Lahore
TXN-100092,CUST-1115,235.32,USD,2026-02-10 20:51:00,debit_card,192.168.14.25,DEV-8889,Lahore
TXN-100093,CUST-1115,235.32,USD,2026-02-10 20:52:00,credit_card,192.168.14.25,DEV-8889,Lahore
TXN-100094,CUST-1115,235.32,USD,2026-02-10 20:53:00,credit_card,192.168.14.25,DEV-8889,Lahore
TXN-100095,CUST-1115,235.32,USD,2026-02-10 20:54:00,credit_card,192.168.14.25,DEV-8889,Lahore
TXN-100096,CUST-1115,235.32,USD,2026-02-10 20:55:00,debit_card,192.168.14.25,DEV-8889,Lahore
TXN-100097,CUST-1161,819.3,USD,2026-03-12 17:35:00,crypto,192.168.133.106,DEV-NEW-79368,Lahore
TXN-100098,CUST-1031,212.44,USD,2026-02-25 17:54:00,bank_transfer,192.168.220.192,DEV-7764,Karachi
TXN-100099,CUST-1031,212.44,USD,2026-02-25 17:55:00,crypto,192.168.220.192,DEV-7764,Karachi
TXN-100100,CUST-1031,212.44,USD,2026-02-25 17:56:00,crypto,192.168.220.192,DEV-7764,Karachi
TXN-100101,CUST-1031,212.44,USD,2026-02-25 17:57:00,debit_card,192.168.220.192,DEV-7764,Karachi
TXN-100102,CUST-1031,212.44,USD,2026-02-25 17:58:00,bank_transfer,192.168.220.192,DEV-7764,Karachi
TXN-100103,CUST-1031,212.44,USD,2026-02-25 17:59:00,paypal,192.168.220.192,DEV-7764,Karachi
TXN-100104,CUST-1154,92.67,USD,2026-01-26 23:30:00,debit_card,192.168.216.61,DEV-9560,Peshawar
TXN-100105,CUST-1199,285.02,USD,2026-03-06 17:32:00,bank_transfer,192.168.178.115,DEV-3113,Dubai
TXN-100106,CUST-1055,176.73,USD,2026-01-22 09:53:00,bank_transfer,192.168.13.119,DEV-7481,Peshawar
TXN-100107,CUST-1055,176.73,USD,2026-01-22 09:54:00,crypto,192.168.13.119,DEV-7481,Peshawar
TXN-100108,CUST-1055,176.73,USD,2026-01-22 09:55:00,debit_card,192.168.13.119,DEV-7481,Peshawar
TXN-100109,CUST-1055,176.73,USD,2026-01-22 09:56:00,crypto,192.168.13.119,DEV-7481,Peshawar
TXN-100110,CUST-1093,84.89,USD,2026-02-28 09:23:00,credit_card,192.168.126.114,DEV-50,London
TXN-100111,CUST-1037,188.54,USD,2026-03-18 01:22:00,paypal,192.168.122.229,DEV-NEW-75272,Dubai
TXN-100112,CUST-1127,6565.95,USD,2026-02-04 02:30:00,paypal,192.168.34.159,DEV-5029,Islamabad
TXN-100113,CUST-1092,5667.58,USD,2026-02-01 09:29:00,bank_transfer,192.168.229.134,DEV-1007,Islamabad
TXN-100114,CUST-1183,76.31,USD,2026-01-23 11:21:00,debit_card,192.168.148.239,DEV-7625,Lahore
TXN-100115,CUST-1038,174.46,USD,2026-03-07 22:12:00,debit_card,192.168.165.196,DEV-3746,Peshawar
TXN-100116,CUST-1038,174.46,USD,2026-03-07 22:13:00,bank_transfer,192.168.165.196,DEV-3746,Peshawar
TXN-100117,CUST-1038,174.46,USD,2026-03-07 22:14:00,bank_transfer,192.168.165.196,DEV-3746,Peshawar
TXN-100118,CUST-1038,174.46,USD,2026-03-07 22:15:00,crypto,192.168.165.196,DEV-3746,Peshawar
TXN-100119,CUST-1038,174.46,USD,2026-03-07 22:16:00,debit_card,192.168.165.196,DEV-3746,Peshawar
TXN-100120,CUST-1057,167.28,USD,2026-01-23 13:47:00,credit_card,192.168.195.200,DEV-2992,London
TXN-100121,CUST-1191,226.79,USD,2026-02-24 10:32:00,debit_card,192.168.73.20,DEV-1540,New York
TXN-100122,CUST-1013,232.02,USD,2026-03-07 02:11:00,paypal,192.168.93.69,DEV-8942,London
TXN-100123,CUST-1122,244.9,USD,2026-02-05 17:11:00,bank_transfer,192.168.171.227,DEV-7298,New York
TXN-100124,CUST-1041,358.62,USD,2026-02-05 10:48:00,bank_transfer,192.168.32.82,DEV-2715,London
TXN-100125,CUST-1005,165.28,USD,2026-01-30 05:36:00,crypto,192.168.60.239,DEV-7378,London
TXN-100126,CUST-1199,3287.48,USD,2026-02-08 11:20:00,crypto,192.168.20.255,DEV-8166,Dubai
TXN-100127,CUST-1061,57.68,USD,2026-01-21 13:44:00,credit_card,10.0.0.99,DEV-2084,New York
TXN-100128,CUST-1009,23.22,USD,2026-01-15 01:48:00,credit_card,192.168.123.209,DEV-8356,Dubai
TXN-100129,CUST-1108,6463.14,USD,2026-03-26 17:32:00,credit_card,192.168.65.194,DEV-8651,Dubai
TXN-100130,CUST-1072,2694.09,USD,2026-03-28 18:50:00,crypto,192.168.81.45,DEV-5469,New York
TXN-100131,CUST-1076,116.94,USD,2026-02-25 18:24:00,credit_card,192.168.199.125,DEV-9569,Islamabad
TXN-100132,CUST-1076,116.94,USD,2026-02-25 18:25:00,paypal,192.168.199.125,DEV-9569,Islamabad
TXN-100133,CUST-1076,116.94,USD,2026-02-25 18:26:00,crypto,192.168.199.125,DEV-9569,Islamabad
TXN-100134,CUST-1076,116.94,USD,2026-02-25 18:27:00,bank_transfer,192.168.199.125,DEV-9569,Islamabad
TXN-100135,CUST-1076,116.94,USD,2026-02-25 18:28:00,paypal,192.168.199.125,DEV-9569,Islamabad
TXN-100136,CUST-1076,116.94,USD,2026-02-25 18:29:00,debit_card,192.168.199.125,DEV-9569,Islamabad
TXN-100137,CUST-1178,209.55,USD,2026-02-20 21:27:00,debit_card,192.168.24.38,DEV-239,Dubai
TXN-100138,CUST-1027,118.64,USD,2026-01-09 05:57:00,debit_card,192.168.56.5,DEV-6890,Islamabad
TXN-100139,CUST-1045,215.66,USD,2026-01-26 19:56:00,crypto,192.168.11.180,DEV-8495,Islamabad
TXN-100140,CUST-1064,95.66,USD,2026-03-18 16:37:00,crypto,192.168.170.198,DEV-4218,London
TXN-100141,CUST-1115,203.98,USD,2026-02-03 14:23:00,credit_card,192.168.14.25,DEV-2255,Peshawar
TXN-100142,CUST-1026,35.72,USD,2026-03-24 18:14:00,paypal,192.168.188.18,DEV-4356,Peshawar
TXN-100143,CUST-1184,92.08,USD,2026-02-23 15:59:00,crypto,192.168.24.58,DEV-9655,Peshawar
TXN-100144,CUST-1165,136.11,USD,2026-01-28 04:51:00,paypal,192.168.241.45,DEV-6840,Dubai
TXN-100145,CUST-1065,210.19,USD,2026-01-21 05:35:00,paypal,192.168.0.158,DEV-7309,Karachi
TXN-100146,CUST-1065,210.19,USD,2026-01-21 05:36:00,paypal,192.168.0.158,DEV-7309,Karachi
TXN-100147,CUST-1065,210.19,USD,2026-01-21 05:37:00,bank_transfer,192.168.0.158,DEV-7309,Karachi
TXN-100148,CUST-1065,210.19,USD,2026-01-21 05:38:00,debit_card,192.168.0.158,DEV-7309,Karachi
TXN-100149,CUST-1065,210.19,USD,2026-01-21 05:39:00,debit_card,192.168.0.158,DEV-7309,Karachi
TXN-100150,CUST-1149,281.63,USD,2026-03-23 10:13:00,debit_card,192.168.196.248,DEV-3222,Peshawar
TXN-100151,CUST-1009,31.28,USD,2026-02-22 14:29:00,crypto,192.168.123.209,DEV-8356,Dubai
TXN-100152,CUST-1178,371.62,USD,2026-02-09 13:49:00,credit_card,192.168.24.38,DEV-6890,Dubai
TXN-100153,CUST-1066,1634.8,USD,2026-02-08 12:29:00,crypto,192.168.31.31,DEV-NEW-23518,Islamabad
TXN-100154,CUST-1082,39.56,USD,2026-02-10 08:47:00,crypto,192.168.121.43,DEV-4971,London
TXN-100155,CUST-1082,39.56,USD,2026-02-10 08:48:00,credit_card,192.168.121.43,DEV-4971,London
TXN-100156,CUST-1082,39.56,USD,2026-02-10 08:49:00,credit_card,192.168.121.43,DEV-4971,London
TXN-100157,CUST-1082,39.56,USD,2026-02-10 08:50:00,paypal,192.168.121.43,DEV-4971,London
TXN-100158,CUST-1092,299.97,USD,2026-03-06 17:47:00,crypto,192.168.229.134,DEV-1007,Islamabad
TXN-100159,CUST-1108,213.29,USD,2026-02-09 08:01:00,paypal,192.168.65.194,DEV-8405,Dubai
TXN-100160,CUST-1180,114.0,USD,2026-02-16 19:06:00,paypal,192.168.120.213,DEV-7492,London
TXN-100161,CUST-1193,116.8,USD,2026-01-29 07:46:00,paypal,10.0.0.99,DEV-3627,Lahore
TXN-100162,CUST-1155,126.15,USD,2026-01-10 04:24:00,debit_card,192.168.173.166,DEV-9826,London
TXN-100163,CUST-1076,201.16,USD,2026-03-23 21:39:00,debit_card,192.168.199.125,DEV-9569,Islamabad
TXN-100164,CUST-1076,201.16,USD,2026-03-23 21:40:00,debit_card,192.168.199.125,DEV-9569,Islamabad
TXN-100165,CUST-1076,201.16,USD,2026-03-23 21:41:00,debit_card,192.168.199.125,DEV-9569,Islamabad
TXN-100166,CUST-1076,201.16,USD,2026-03-23 21:42:00,paypal,192.168.199.125,DEV-9569,Islamabad
TXN-100167,CUST-1043,124.87,USD,2026-02-07 22:46:00,crypto,192.168.104.95,DEV-3812,Dubai
TXN-100168,CUST-1141,198.36,USD,2026-03-17 08:04:00,crypto,192.168.212.242,DEV-9930,Peshawar
TXN-100169,CUST-1154,110.92,USD,2026-03-27 02:27:00,crypto,192.168.216.61,DEV-9560,Peshawar
TXN-100170,CUST-1123,49.27,USD,2026-03-21 10:45:00,crypto,192.168.247.131,DEV-4281,New York
TXN-100171,CUST-1123,49.27,USD,2026-03-21 10:46:00,bank_transfer,192.168.247.131,DEV-4281,New York
TXN-100172,CUST-1123,49.27,USD,2026-03-21 10:47:00,credit_card,192.168.247.131,DEV-4281,New York
TXN-100173,CUST-1123,49.27,USD,2026-03-21 10:48:00,paypal,192.168.247.131,DEV-4281,New York
TXN-100174,CUST-1123,49.27,USD,2026-03-21 10:49:00,bank_transfer,192.168.247.131,DEV-4281,New York
TXN-100175,CUST-1123,49.27,USD,2026-03-21 10:50:00,paypal,192.168.247.131,DEV-4281,New York
TXN-100176,CUST-1069,174.97,USD,2026-03-31 09:25:00,crypto,192.168.89.169,DEV-2863,Islamabad
TXN-100177,CUST-1069,174.97,USD,2026-03-31 09:26:00,paypal,192.168.89.169,DEV-2863,Islamabad
TXN-100178,CUST-1069,174.97,USD,2026-03-31 09:27:00,paypal,192.168.89.169,DEV-2863,Islamabad
TXN-100179,CUST-1069,174.97,USD,2026-03-31 09:28:00,paypal,192.168.89.169,DEV-2863,Islamabad
TXN-100180,CUST-1069,174.97,USD,2026-03-31 09:29:00,paypal,192.168.89.169,DEV-2863,Islamabad
TXN-100181,CUST-1069,174.97,USD,2026-03-31 09:30:00,paypal,192.168.89.169,DEV-2863,Islamabad
TXN-100182,CUST-1015,1817.1,USD,2026-02-28 10:53:00,crypto,192.168.107.166,DEV-NEW-20163,Peshawar
TXN-100183,CUST-1148,1312.93,USD,2026-02-04 08:35:00,bank_transfer,192.168.39.132,DEV-4583,Lahore
TXN-100184,CUST-1156,116.07,USD,2026-01-05 18:06:00,debit_card,10.0.0.99,DEV-9016,Lahore
TXN-100185,CUST-1135,22.28,USD,2026-03-09 01:37:00,credit_card,192.168.227.36,DEV-5155,Islamabad
TXN-100186,CUST-1007,977.04,USD,2026-03-11 23:36:00,paypal,192.168.43.84,DEV-NEW-57428,Dubai
TXN-100187,CUST-1086,231.22,USD,2026-02-16 22:52:00,crypto,10.0.0.99,DEV-3325,Peshawar
TXN-100188,CUST-1035,154.38,USD,2026-02-06 17:04:00,paypal,192.168.158.153,DEV-1292,Dubai
TXN-100189,CUST-1035,154.38,USD,2026-02-06 17:05:00,credit_card,192.168.158.153,DEV-1292,Dubai
TXN-100190,CUST-1035,154.38,USD,2026-02-06 17:06:00,crypto,192.168.158.153,DEV-1292,Dubai
TXN-100191,CUST-1035,154.38,USD,2026-02-06 17:07:00,credit_card,192.168.158.153,DEV-1292,Dubai
TXN-100192,CUST-1035,154.38,USD,2026-02-06 17:08:00,bank_transfer,192.168.158.153,DEV-1292,Dubai
TXN-100193,CUST-1098,315.85,USD,2026-03-13 05:27:00,paypal,192.168.17.239,DEV-1179,Lahore
TXN-100194,CUST-1186,184.25,USD,2026-01-22 11:44:00,crypto,192.168.22.173,DEV-5200,Lahore
TXN-100195,CUST-1021,111.75,USD,2026-03-27 09:22:00,debit_card,192.168.15.93,DEV-6532,Lahore
TXN-100196,CUST-1021,111.75,USD,2026-03-27 09:23:00,bank_transfer,192.168.15.93,DEV-6532,Lahore
TXN-100197,CUST-1021,111.75,USD,2026-03-27 09:24:00,credit_card,192.168.15.93,DEV-6532,Lahore
TXN-100198,CUST-1021,111.75,USD,2026-03-27 09:25:00,crypto,192.168.15.93,DEV-6532,Lahore
TXN-100199,CUST-1021,111.75,USD,2026-03-27 09:26:00,credit_card,192.168.15.93,DEV-6532,Lahore
TXN-100200,CUST-1021,111.75,USD,2026-03-27 09:27:00,paypal,192.168.15.93,DEV-6532,Lahore
TXN-100201,CUST-1073,252.26,USD,2026-03-29 06:27:00,paypal,192.168.206.195,DEV-2712,New York
TXN-100202,CUST-1073,252.26,USD,2026-03-29 06:28:00,crypto,192.168.206.195,DEV-2712,New York
TXN-100203,CUST-1073,252.26,USD,2026-03-29 06:29:00,debit_card,192.168.206.195,DEV-2712,New York
TXN-100204,CUST-1073,252.26,USD,2026-03-29 06:30:00,credit_card,192.168.206.195,DEV-2712,New York
TXN-100205,CUST-1073,252.26,USD,2026-03-29 06:31:00,crypto,192.168.206.195,DEV-2712,New York
TXN-100206,CUST-1008,1813.96,USD,2026-03-06 09:49:00,paypal,192.168.12.142,DEV-2052,London
TXN-100207,CUST-1180,1012.39,USD,2026-01-01 04:52:00,paypal,192.168.120.213,DEV-7492,London
TXN-100208,CUST-1137,107.34,USD,2026-01-31 08:21:00,crypto,192.168.47.120,DEV-6104,Dubai
TXN-100209,CUST-1086,192.15,USD,2026-02-11 00:30:00,debit_card,192.168.118.226,DEV-3325,Peshawar
TXN-100210,CUST-1111,206.98,USD,2026-02-07 12:17:00,credit_card,192.168.153.47,DEV-9846,Peshawar
TXN-100211,CUST-1008,118.6,USD,2026-03-15 21:47:00,paypal,10.0.0.99,DEV-2052,London
TXN-100212,CUST-1160,41.41,USD,2026-03-14 18:21:00,debit_card,192.168.123.64,DEV-8523,Karachi
TXN-100213,CUST-1030,163.62,USD,2026-03-04 00:31:00,crypto,192.168.198.139,DEV-2561,New York
TXN-100214,CUST-1127,367.92,USD,2026-02-27 03:31:00,credit_card,192.168.119.49,DEV-5029,Peshawar
TXN-100215,CUST-1112,141.94,USD,2026-02-24 05:46:00,debit_card,192.168.99.185,DEV-309,London
TXN-100216,CUST-1146,107.82,USD,2026-03-13 14:51:00,paypal,192.168.57.82,DEV-7868,New York
TXN-100217,CUST-1066,148.81,USD,2026-01-22 01:13:00,crypto,192.168.31.31,DEV-9440,Islamabad
TXN-100218,CUST-1134,277.32,USD,2026-02-03 05:36:00,paypal,192.168.217.201,DEV-4544,Dubai
TXN-100219,CUST-1121,947.44,USD,2026-03-04 22:07:00,credit_card,192.168.160.86,DEV-NEW-43097,Islamabad
TXN-100220,CUST-1193,241.52,USD,2026-02-28 06:49:00,paypal,10.0.0.99,DEV-3627,Lahore
TXN-100221,CUST-1008,120.32,USD,2026-03-02 20:33:00,credit_card,192.168.12.142,DEV-2052,London
TXN-100222,CUST-1100,4628.58,USD,2026-01-18 02:26:00,debit_card,192.168.173.123,DEV-1415,New York
TXN-100223,CUST-1080,176.59,USD,2026-01-02 08:07:00,crypto,192.168.232.229,DEV-8870,New York
TXN-100224,CUST-1188,5494.99,USD,2026-01-09 21:37:00,debit_card,192.168.12.65,DEV-8175,Lahore
TXN-100225,CUST-1069,135.04,USD,2026-02-16 13:28:00,bank_transfer,192.168.89.169,DEV-3075,Islamabad
TXN-100226,CUST-1107,4656.61,USD,2026-02-01 03:12:00,credit_card,192.168.180.215,DEV-3198,Peshawar
TXN-100227,CUST-1040,553.02,USD,2026-01-09 14:40:00,bank_transfer,192.168.101.72,DEV-NEW-81513,Lahore
TXN-100228,CUST-1090,178.39,USD,2026-01-16 13:08:00,credit_card,192.168.245.100,DEV-5524,Peshawar
TXN-100229,CUST-1128,68.27,USD,2026-02-07 16:35:00,bank_transfer,192.168.116.3,DEV-5960,Islamabad
TXN-100230,CUST-1073,292.38,USD,2026-03-04 18:46:00,paypal,192.168.134.253,DEV-6130,New York
TXN-100231,CUST-1060,164.12,USD,2026-01-08 00:25:00,crypto,192.168.105.252,DEV-329,Lahore
TXN-100232,CUST-1050,3459.52,USD,2026-01-20 14:44:00,debit_card,192.168.12.23,DEV-8180,Karachi
TXN-100233,CUST-1149,200.45,USD,2026-03-15 11:49:00,debit_card,192.168.103.3,DEV-3222,Peshawar
TXN-100234,CUST-1107,310.89,USD,2026-03-18 12:10:00,credit_card,192.168.36.23,DEV-3198,Peshawar
TXN-100235,CUST-1107,310.89,USD,2026-03-18 12:11:00,bank_transfer,192.168.36.23,DEV-3198,Peshawar
